country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year,month
Mongolia,73.24948515,9.10685778,1557251.946,241,22.20010207,-0.535095811,0.134968117,83.70715332,2.97,1606.532708,17141.5,39773.83702,1.79312603,14.33033483,4.725331319,5.223814435,0.239130005,51.20181838,15.31214218,27.0748266,-0.626131415,0.196348101,0.574535906,96,21.8675,63.41375,16.4,2.25,0.924305618,12292770632,0.471134812,0.221984327,-0.367212653,0.141255632,-0.216407061,0.15803197,5.961985111,2.34510446,24.8,33.8,25.297,6.514,68.111,2792349,892714,0.065474994,0.120396249,7.126616336,2012,1
Mongolia,73.001629,9.105421354,1557252.921,241,20.47372786,-0.471893132,0.136456937,85.98155212,3.34,2032.159729,18122,44820.09828,1.864066499,12.25398081,10.77405246,6.822097287,0.223399997,51.20181838,12.90163424,23.73322366,-0.425771981,0.213943243,0.574535906,96,21.8675,63.41375,19.94244743,2.355608,0.859725258,12226514668,0.791901171,0.196386188,-0.330959737,0.154612452,-0.277615696,0.179288283,5.428256035,2.40595388,24.8,32,26.677,6.276,69.047,2902823,924172,0.241462216,0.128166273,7.337685994,2014,1
Mongolia,72.92367713,9.103978705,1557255.4,241,26.29420532,-0.509768784,0.132571504,90.80754852,3.39,1331.112025,18172.8,48596.96653,1.945445172,0.733272227,16.26167578,4.729868444,0.183449998,51.20181838,11.35099345,27.39856197,-0.096344024,0.194312841,0.574535906,96,21.8675,67.84166667,22.2657705,2.506056,0.863910994,11181350649,0.7876001,0.203295976,-0.226150915,0.157485783,-0.099387668,0.16886887,5.200432777,2.51025772,24.8,32.3,25.365,6.075,69.865,3029555,960460,0.332784593,0.125430688,6.073500246,2016,1
Mongolia,72.8416348,9.102555458,1557255,241,28.56187805,-0.448486507,0.125601873,98.1,3.26,1331.112025,21545.7,53370.23536,2.031774501,6.824247901,9.034455714,4.607157545,0.101609997,65.96531474,16.68852831,22.50062913,-0.246496841,0.199342161,0.617309272,96,21.8675,76.46208333,47.13000188,2.37,0.727577568,13178094720,0.831077039,0.208318025,-0.278373808,0.144804358,0.008206715,0.177522719,3.997427225,2.21002984,24.8,32.7,23.836,5.663,71.199,3163991,998397,0.244647413,0.129141465,6.194707886,2018,1
Montenegro,38.0669145,61.48698885,13450,1110,35.76558715,-0.253896862,0.154733673,99.15314484,49.09,5419.51607,2584.2,4138.037945,46.05412639,0.65494657,7.800658921,6.325418674,0.730717461,51.20181838,15.53662303,25.60454474,0.132998168,0.26769349,0.585171521,96,21.8675,63.41375,37.5,2.43,1.814347747,4142983843,0.584210992,0.273786128,-0.063613631,0.149066254,-0.007252727,0.199103221,4.138329983,2.638002693,24.8,35.7,12,9.1,75.9902439,619428,222127,0.189805597,0.13791354,2.37701333,2010,1
Montenegro,38.14126394,61.48698885,13450,1110,40.03170695,-0.129764125,0.164168909,99.29640198,45.86,5415.717989,2331.6,3752.9289,46.14133829,4.14524725,9.368898457,4.827558628,0.730717461,51.20181838,15.53662303,25.60454474,0.120514154,0.251633495,0.574535906,96,21.8675,63.41375,56.83878255,2.45,1.656461773,4087526242,0.596563041,0.24639824,-0.058480583,0.145316631,0.034414675,0.209428713,4.138329983,5.30493546,24.8,41.2,12,9.5,76.2,620601,218427,0.217905968,0.138110608,2.685409774,2012,1
Montenegro,17.12416357,61.48698885,13450,1110,39.6155098,-0.075149357,0.181445643,97.7,45.95,4612.34139,2218.4,3516.706455,46.23122677,-0.710514052,8.290364575,8.061204182,0.363200009,51.20181838,15.53662303,25.60454474,0.293969542,0.272144586,0.574535906,96,21.8675,63.41375,61,2.87552,1.472272349,4593853291,0.219455272,0.212399378,0.014262914,0.158388793,0.175064266,0.224197298,4.138329983,4.85656452,37.5,38.8,12.1,9.7,76.44146341,621810,214705,0.160317093,0.144751221,3.153109478,2014,1
Montenegro,19.01115242,61.48698885,13450,1110,44.17177101,-0.081512332,0.177506328,99.59975433,43.89,1331.112025,2150.7,3404.286871,46.26788104,-0.271385023,2.731273679,6.0075,0.324539989,51.20181838,15.53662303,25.60454474,0.135777846,0.24037531,0.574535906,96,21.8675,56.93333333,69.88164684,2.380016,1.411280635,4376930578,0.268716216,0.223960906,-0.133728698,0.189432397,0.234211266,0.219175488,4.138329983,5.18993425,34.6,38.5,12.2,10.4,76.44146341,622303,210706,0.076071583,0.136790067,4.421540165,2016,1
Montenegro,19.0929368,61.48698885,13450,1110,46.66335662,-0.014548845,0.165727556,100,40.6,1331.112025,2500.3,3740.763147,46.26223048,2.611223783,3.199830331,5.995833333,0.503740013,51.20181838,15.53662303,25.60454474,0.090690002,0.253221393,0.622822225,96,21.8675,64.74041667,71.51710049,2.75,1.369294873,5506942238,0.037592556,0.230162203,0.00317245,0.162138432,0.391958714,0.237238094,4.138329983,4.96868992,31.4,36.8,11.7,10.5,76.84146341,622227,206498,0.061907254,0.143539459,2.217103528,2018,1
Morocco,67.12973336,12.60174994,446300,346,22.40527498,-0.386843711,0.168110579,82.24885559,16.45,715.6937425,46341,64801.20789,69.98125252,2.042085127,5.468423368,4.607157545,0.730717461,46.30353808,21.73147478,23.3310351,-0.342613548,0.219317064,0.574535906,96,3.4,63.41375,21.5,2.38,3.046953664,86947913287,-0.501324236,0.244294539,-0.32965067,0.163013861,-0.215945512,0.206279173,4.138329983,1.95485222,24.8,35.7,21.271,6.068,69.604,31232633,13643351,-0.707481861,0.115558334,1.655319934,2007,1
Morocco,68.12233923,12.72376877,446300,346,21.95961987,-0.493130356,0.1414527,96.44008636,10.93,873.9461592,58076,77498.95589,74.73038091,1.287122401,5.468423368,4.607157545,0.730717461,51.20181838,21.96528411,27.36872042,-0.141056269,0.209196493,0.574535906,96,21.8675,63.41375,55.41605319,3.03,3.462750079,1.06937E+11,-0.470458776,0.221984327,-0.292328745,0.147209123,-0.110853657,0.181501135,5.552948475,2.52345729,24.8,35.7,21.304,5.86,71.679,33352169,13627029,-0.605667233,0.107736073,1.148351101,2012,1
Morocco,69.17992382,12.77120771,446300,346,21.32208256,-0.19037579,0.145398498,97.8,11.07,1331.112025,60289.9,80137.99096,78.66292628,1.635311143,5.468423368,4.607157545,0.730717461,51.20181838,19.86725776,22.76858739,-0.193094283,0.191354021,0.574535906,96,21.8675,57.685,58.27123642,2.665994,3.220575013,1.11573E+11,-0.317617774,0.206087306,-0.273145229,0.174394533,-0.15564096,0.191782266,5.085301876,2.16552782,24.8,35.7,19.483,5.674,73.284,35107264,13565447,-0.624200046,0.119648315,1.691957563,2016,1
Morocco,68.39750661,12.82005378,446300,346,22.88837385,-0.289577842,0.133838758,98.1,10.86,1331.112025,64286.1,85788.26699,80.50080887,1.803916711,5.468423368,4.607157545,0.730717461,51.20181838,20.28612138,22.85750692,-0.349293292,0.202915773,0.492540985,96,21.8675,59.8575,64.80386519,2.54,3.130136053,1.27341E+11,-0.348556757,0.212307975,-0.248697802,0.153058544,-0.259155303,0.199100927,4.960227013,2.14311552,24.8,35.7,18.813,5.637,73.986,35927511,13489703,-0.675675571,0.123827435,1.419524999,2018,1
Mozambique,49.59574506,50.40425494,786380,1032,12.16540595,-0.512877285,0.155570686,12.4,87.53,468.3157779,2230.7,25817.53041,27.06136092,8.489486755,11.24485612,4.355666667,0.730717461,51.20181838,15.53662303,25.60454474,-0.548251629,0.185836896,0.574535906,96,35.2,63.41375,0.91,2.29,0.668953898,10811456006,0.35761559,0.244294539,-0.609173477,0.140576944,-0.636888325,0.157592356,4.138329983,1.21262467,24.8,35.7,41.105,12.93,52.566,21280513,14818898,-0.081787363,0.112105057,3.989565477,2007,1
Mozambique,50.44108446,49.55891554,786380,1032,12.7818119,-0.436986297,0.150913239,18.89780426,84.89,462.3007739,2680.6,27103.67554,29.34169613,12.42554217,8.005407058,4.270207904,0.386350006,51.20181838,14.34661003,19.62017633,-0.616408288,0.175850347,0.574535906,96,21.8675,63.41375,4.17,2.29,0.891902273,11411894724,0.394421875,0.243547097,-0.48764661,0.133113906,-0.453413218,0.150725037,5.390528679,1.2781167,24.8,35.7,42.013,11.902,54.198,23073723,15729357,-0.120654635,0.110313147,3.79219253,2010,1
Myanmar,19.21304448,47.25036515,653150,2091,4.489068899,-1.069791675,0.159896195,55.30090332,78.46,159.7230167,11964,92134.79037,76.88614407,1.467583227,12.4792892,4.607157545,0.730717461,51.20181838,4.524093697,10.55042771,-1.476500034,0.22493948,0.574535906,96,21.8675,63.41375,1.4,2.37,3.85435141,59937796642,-0.943674982,0.233037114,-1.356775403,0.161177278,-1.834657431,0.217187047,1.586428761,0.41500768,24.8,35.7,18.762,9.023,64.141,50218185,35521331,-1.620119333,0.119990103,2.859521904,2012,1
Myanmar,19.34219391,46.36821216,653080,2091,8.114718322,-0.883994281,0.137270957,52,72.43,220.3928554,17034.8,100795.3804,78.20241931,4.953299185,11.35266174,4.607157545,0.730717461,51.20181838,5.835822256,16.48006637,-1.298037291,0.202124298,0.574535906,96,26.6,63.41375,7.4,2.249909,3.789534379,65446196920,-1.087580681,0.196386188,-1.194209933,0.152397379,-1.397878289,0.185996652,2.011998415,1.06255651,24.8,35.7,18.404,8.804,65.056,51072436,35929459,-1.343989372,0.127874061,2.408344102,2014,1
Myanmar,19.5471675,45.50189957,652780,2091,9.954637154,-0.641805828,0.144066557,55.6,69.25,1331.112025,21860.8,108641.1932,79.49439168,6.928825258,12.23585419,4.607157545,0.730717461,51.20181838,7.175859836,15.34754127,-1.011635542,0.215762615,0.574535906,96,39.2,43.42,16,2.458571,4.089297083,63216143490,-0.808124959,0.209355682,-0.900859356,0.172010168,-0.872649312,0.189029947,2.158088446,0.71513724,24.8,35.7,18.33,8.753,65.685,51892349,36282093,-0.796729267,0.126022384,2.580341878,2016,1
Myanmar,20.02650529,44.61974874,652700,2091,11.95004943,-0.612783849,0.135200873,66.10093689,59.85,1331.112025,32784.5,126490.1209,80.6894653,6.872328657,10.11846839,4.607157545,0.063539997,51.20181838,2.756971253,6.381161004,-1.091225863,0.227887586,0.471832514,96,21.8675,60.93666667,28.7,2.3,2.359790432,67855845007,-1.266946793,0.215846255,-1.043103933,0.156284943,-0.750430942,0.186357453,2.157480001,0.72659922,24.8,35.7,17.869,8.622,66.465,52666014,36561274,-0.900316596,0.129500493,2.756996191,2018,1
Namibia,47.13891824,8.926368594,823290,285,12.02288268,0.315519512,0.163877249,44.40174103,31.21,1601.031977,3103.5,12644.0574,2.549856065,4.874919876,5.778789664,3.26,0.139630005,1.606949193,25.54231598,28.10211444,0.155254886,0.211760283,0.393709779,96,21.8675,63.41375,11.6,2.02,3.514743975,11431412421,0.846940041,0.243547097,0.214178309,0.155987963,0.213284954,0.191954479,8.243300438,3.98765874,24.8,35.7,30.423,11.062,56.015,2099271,1225638,0.349807352,0.124049254,14.95757693,2010,1
Namibia,47.13891824,8.753870447,823290,285,9.976437523,0.321495771,0.161297679,46.39559937,31.87,1681.684176,3507.4,19168.19369,2.632693219,6.721997773,-2.344442065,3.107091667,0.730717461,-1.170725668,32.93275144,31.68809044,0.239515945,0.217348948,0.574535906,96,21.8675,63.41375,12.9414,2.65,3.166542591,13042053592,0.978104293,0.226807356,0.30407232,0.159442216,0.155978978,0.225563601,9.084144592,3.87052751,24.8,35.7,31.054,10.372,57.64,2167470,1220437,0.378439128,0.123479351,17.90105515,2012,1
Nepal,29.06173701,41.21136379,143350,1500,11.95010456,-0.791534424,0.20406647,52.64674377,91.31,86.5474979,2693.6,27911.02729,186.3526683,2.269219244,5.468423368,4.607157545,0.730717461,42.97866114,9.772473404,25.60454474,-0.724708915,0.247699857,0.574535906,96,21.8675,63.41375,1.41,2.14,1.547393889,10325618017,-1.88537848,0.300653875,-0.588803828,0.196929246,-0.580034494,0.212105259,3.517210007,0.67676955,24.8,35.7,24.194,6.893,66.329,26713655,22497973,-0.585561931,0.123072684,3.14820267,2007,1
Nepal,28.78269969,41.59072201,143350,1500,9.627177654,-0.695682704,0.165060461,68.6,87.29,101.9823341,4640.9,31721.86702,189.4772724,9.326504107,5.468423368,4.607157545,0.30219999,33.86252123,13.39611544,15.63520088,-0.89673692,0.210223183,0.574535906,96,21.8675,63.41375,7.93,2.2,1.371035137,16002656434,-1.583971143,0.254323483,-0.959066808,0.142990738,-0.761707723,0.163742676,3.631720066,0.78889024,24.8,32.8,22.589,6.987,66.814,27161567,22607115,-0.447481632,0.11673671,2.993199969,2010,1
Nepal,28.74782002,41.59072201,143350,1500,8.387899556,-0.814642906,0.156455442,75.21463013,84.7,119.3895772,5997.8,34020.98283,190.657091,9.459809804,5.468423368,4.607157545,0.730717461,51.20181838,12.04080455,13.83933585,-0.989905715,0.210941121,0.574535906,96,21.8675,63.41375,11.1493,2.04,1.24370217,21703100747,-1.381232262,0.231296644,-0.737359285,0.142683804,-0.805144668,0.173104942,3.5289886,0.78674734,24.8,35.7,22.335,6.961,67.47,27330694,22559301,-0.642363489,0.116420701,2.34900731,2012,1
Nepal,28.74782002,41.59072201,143350,1500,11.37463659,-0.588590503,0.153443053,84.9,84.06,143.5068381,7132.2,36095.41084,191.5738123,8.364154697,5.468423368,4.607157545,0.730717461,51.20181838,13.99491049,13.58299152,-0.862226129,0.215446249,0.574535906,96,21.8675,63.41375,15.44,2.587906,1.433759798,22731612827,-0.72459954,0.203156948,-0.649084508,0.155135393,-0.847787738,0.191903725,3.485994101,0.87364674,30.1,35.7,22.22,6.981,68.085,27462106,22468946,-0.430445671,0.131831706,2.031890781,2014,1
Nepal,28.74782002,41.59072201,143350,1500,10.62254007,-0.826682508,0.15807122,90.7,79.2,1331.112025,10735.7,39891.57805,194.3577677,8.79034332,5.468423368,4.607157545,0.730717461,51.20181838,16.14374976,14.22711074,-0.894321322,0.217232481,0.574535906,96,21.8675,49.56833333,20.7,2.376783,1.469374613,24524109484,-0.846989989,0.214088663,-0.810879767,0.169640437,-0.789327502,0.193787232,3.477112293,1.00771654,24.8,35.7,21.764,6.93,68.776,27861186,22583720,-0.251382679,0.129568994,2.146355148,2016,1
Nepal,28.74782002,41.59072201,143350,1500,10.63264408,-0.688618004,0.147273734,93.92,74.29,1331.112025,15139.4,45363.09484,198.8609138,4.061163388,5.468423368,4.607157545,0.730717461,51.20181838,19.08282606,20.1657917,-0.954992533,0.224942714,0.4981924,96,21.8675,54.38583333,28.6,2.51,1.349982193,33111525183,-0.542416573,0.212798074,-0.491404861,0.152901411,-0.775707901,0.194195017,3.664405584,1.06721246,24.8,35.7,21.026,7.041,68.979,28506712,22879487,-0.129691318,0.131105155,2.21000584,2018,1
Netherlands,56.70616114,10.93856635,33760,778,29.14353807,2.159472227,0.185476571,100,3.68,7157.378577,164550.6,197907.4734,485.2398104,1.613858598,2.480558658,4.607157545,1.670300007,51.20181838,21.59520003,37.27037809,1.721766472,0.223921821,0.574535906,96,21.8675,63.41375,85.82,4.18,1.354716798,8.48559E+11,0.778468788,0.256448686,1.769875288,0.173375621,1.800438523,0.232354,4.886829853,5.96346712,24.8,29.6,11.1,8.1,80.09756098,16381696,2532774,1.523433328,0.159870148,0.872417617,2007,1
Netherlands,55.50844945,11.07263564,33730,778,30.58275002,2.090060711,0.153291345,100,3.85,7006.273821,171110.5,200804.2066,492.5998814,1.275305696,0.802043739,4.607157545,1.704040051,51.20181838,20.98619027,41.86896792,1.770326972,0.218765646,0.797099113,96,21.8675,63.41375,90.72,4.07,1.325433715,8.47381E+11,0.940750122,0.239330947,1.811732054,0.15479517,1.729081273,0.235530734,5.489089966,6.94804478,15.1,27.8,11.1,8.2,80.70243902,16615394,2137737,1.450568914,0.146318108,0.866576314,2010,1
Netherlands,54.61743772,10.97330961,33720,778,32.99546225,2.090583324,0.136289701,100,4.9,6876.589753,157473.4,186021.9823,496.8849941,2.455547653,0.176340359,4.607157545,1.916270018,51.20181838,19.40774864,41.57000518,1.839369059,0.210567564,0.574535906,96,21.8675,63.41375,92.85999236,4.02,1.235408888,8.38923E+11,1.187464714,0.219665527,1.852681756,0.15071708,1.745505095,0.225645676,5.410220146,7.21522999,15,27.6,10.5,8.4,81.10487805,16754962,1912076,1.605585456,0.133328661,0.863851159,2012,1
Netherlands,54.58889878,10.88037993,33690,778,35.63442683,1.960696101,0.131766394,100,5.53,6712.774758,149793.4,178496.49,500.5938854,0.97603508,5.468423368,4.607157545,2.173300028,51.20181838,20.63642861,41.29489547,1.836211085,0.211063221,0.574535906,96,21.8675,63.41375,91.666666,4.047782,1.159687891,8.92168E+11,1.045115352,0.192247406,1.973513007,0.16193755,1.7631253,0.228099748,5.458899975,7.16778851,16.5,28.6,10.4,8.3,81.70731707,16865008,1738782,1.547310829,0.142199576,0.725489043,2014,1
Netherlands,53.90555391,10.86308286,33670,778,39.28356509,1.858421326,0.135750815,100,5.62,1331.112025,158499.3,187630.899,505.8008316,0.316666667,5.468423368,4.607157545,2.150810003,51.20181838,21.90511014,39.05528018,1.820772886,0.208868816,0.574535906,96,21.8675,78.14416667,90.4109589,4.18753,1.163626918,7.8406E+11,0.896933198,0.203295976,1.846506596,0.168872342,1.964846015,0.227201536,5.479599953,6.74071789,16.7,28.2,10.1,8.7,81.56097561,17030314,1594889,1.540332079,0.141870707,0.548920976,2016,1
Netherlands,54.14315414,10.91862192,33670,778,42.73346092,1.888952136,0.134504512,100,7.44,1331.112025,151382.3,177770.9977,511.7797446,1.703497947,5.468423368,4.607157545,2.138799906,51.20181838,23.0563304,37.65838444,1.809711099,0.209096208,0.803038597,96,21.8675,88.21958333,91.89189189,4.02,1.216674182,9.14043E+11,0.838097334,0.208318025,1.744731426,0.152301222,2.013643742,0.22204648,5.357649803,6.5860281,16.7,28.1,9.8,8.9,81.81219512,17231624,1466411,1.499294758,0.123570561,0.578501412,2018,1
New Zealand,43.62538453,37.40388136,263310,1732,15.46878217,2.317683935,0.169355318,100,27.05,9640.607983,33270.5,83401.24961,16.0411682,2.376143103,3.144810154,1.064098281,1.15763998,36.97535262,30.10987127,31.31036626,1.657784104,0.219155386,0.574535906,96,21.8675,63.41375,69.76,3.75,1.182045321,1.37189E+11,1.24336648,0.239249796,1.826816559,0.161500052,1.715987206,0.224799991,4.138329983,6.60466003,24.8,35.7,15.15,6.75,80.15121951,4223800,576971,1.477947354,0.14903152,1.137038214,2007,1
New Zealand,43.32535794,37.40123808,263310,1732,14.88984654,2.3294034,0.17414248,100,29.37,9601.903142,31049.3,80643.49163,16.52310964,2.30202386,3.023510209,3.480158992,0.730717461,34.8105507,26.15230007,34.23279008,1.811324596,0.227385253,0.778691292,96,21.8675,63.41375,80.46,3.65,1.209901056,1.46518E+11,1.236488819,0.239330947,1.861887574,0.157016754,1.81236732,0.235530734,6.5076828,7.50836039,24.8,35.7,14.68,6.53,80.90487805,4350700,602137,1.507505536,0.143270001,0.989338497,2010,1
New Zealand,42.5711139,37.39894421,263310,1732,14.49946363,2.307887793,0.147699594,100,28.76,9360.949162,32107.4,82553.95054,16.74110364,1.059913184,6.007822328,3.363484956,0.730717461,51.65769303,26.91006442,35.03123836,1.792153716,0.219052508,0.574535906,96,21.8675,63.41375,81.64447018,3.42,1.116346363,1.76207E+11,1.361365557,0.219665527,1.883210063,0.152665079,1.844799161,0.225645676,6.169361115,7.57742262,24.8,35.7,13.87,6.82,81.40731707,4408100,610037,1.617722034,0.131551519,0.929645242,2012,1
New Zealand,42.21639892,37.39665034,263310,1732,13.85654397,2.249640226,0.140568689,100,28.99,9012.731097,31970.7,82810.63762,17.15278569,1.227507506,5.365708044,2.562916667,0.730717461,43.91554786,26.85372316,32.36028351,1.925416708,0.228570014,0.574535906,96,21.8675,63.41375,84,3.643892,0.998117777,2.01313E+11,1.467927575,0.192247406,2.004160881,0.164148554,1.943838,0.228099748,5.809233189,7.2801528,24.8,35.7,12.67,6.87,81.45682927,4516500,619619,1.52441299,0.140035927,0.952550787,2014,1
New Zealand,40.30990088,37.39603509,263310,1732,15.16984067,2.236538649,0.14857699,100,30.09,1331.112025,31185.7,80796.86373,17.90323193,0.646240284,2.611409867,2.985833333,0.730717461,41.41656867,27.28581382,30.73796314,1.806501627,0.219070241,0.574535906,96,21.8675,78.96291667,86.5,3.388,1.035543966,1.88838E+11,1.501143336,0.203295976,1.913917542,0.172545359,2.027463913,0.227201536,5.504283905,6.8915782,24.8,35.7,12.6,6.61,81.65853659,4714100,641118,1.533273816,0.140228122,1.07110395,2016,1
New Zealand,39.86935551,37.42793665,263310,1732,15.67997251,2.135031462,0.144558311,100,28.93,1331.112025,32409,81806.76913,18.61152254,1.598297038,5.468423368,4.607157545,0.730717461,36.62387217,27.47695694,29.6985413,1.628836632,0.221195087,0.771214008,96,21.8675,83.5,89,3.88,1.105276833,2.11887E+11,1.512160897,0.202375144,1.83372128,0.155484006,2.000859737,0.22204648,5.183808804,6.7610755,24.8,35.7,11.84,6.78,81.70731707,4900600,659719,1.604166865,0.139636368,1.55005884,2018,1
Nicaragua,43.00315772,37.82201263,120340,2280,16.27294286,-0.767759442,0.175731495,76.89962769,52.61,457.0702599,4696.3,14331.73925,46.59675087,11.12693474,3.071241403,4.607157545,0.730717461,51.20181838,13.86210515,14.69439365,-0.953955352,0.210946441,0.574535906,96,21.8675,63.41375,3.9,2.21,0.531726215,7423365339,-0.120370902,0.26269111,-0.788387358,0.157422066,-0.450823009,0.194888428,4.138329983,3.15306878,24.8,35.7,24.716,5.105,69.559,5607453,2448887,-0.217171907,0.118871175,12.73305253,2007,1
