country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,year,month
Lebanon,64.71163245,13.65923754,10230,661,58.14402035,-1.042205453,0.141925633,99.67489624,4.24,2583.378464,25151,30738.15285,613.3276637,1.854604213,7.161348674,2.834166667,0.730717461,51.20181838,14.10956588,25.94687998,-0.255771667,0.217782632,0.574535906,96,21.8675,63.41375,73,2.725805,4.678175228,48095213747,-1.697941303,0.196386188,-0.720965028,0.164411217,-0.295429081,0.206974745,4.138329983,3.5689652,24.8,35.7,17.89,4.221,78.973,6274342,756246,-0.420295924,0.124554507,3.825101993,2014,1
Lebanon,65.59139785,13.77614858,10230,661,55.66881612,-0.989753306,0.145759091,99.79650116,3.96,1331.112025,27755.1,33992.81229,611.7907136,-0.783359624,7.414932183,3.910833333,0.730717461,51.20181838,13.52535689,25.8470049,-0.482714981,0.20947808,0.574535906,96,21.8675,33.08291667,76.11,2.717255,5.062663113,51147308774,-1.615684032,0.206087306,-0.809735656,0.178561106,-0.416773975,0.207080424,2.126333237,3.65501738,24.8,35.7,17.395,4.343,79.505,6258619,734386,-0.519660771,0.125565901,3.75482165,2016,1
Lebanon,65.64516129,13.89345064,10230,661,54.54678933,-1.132698298,0.137938336,99.7,4.75,1331.112025,27401.3,34289.86847,581.7046921,6.076989079,3.385546529,4.655,0.730717461,51.20181838,15.32540546,29.34619677,-0.673814237,0.220806867,0.524635971,96,21.8675,45.44291667,80.9,2.72,4.851794579,54901519156,-1.621535778,0.212307975,-0.782223165,0.158614472,-0.454621404,0.199100927,2.527220726,3.70927978,24.8,35.7,16.311,4.704,79.729,5950839,678812,-0.513791621,0.129264027,2.890348739,2018,1
Lesotho,76.71277997,1.137022398,30360,788,24.86634086,-0.05820239,0.179807782,13.86260319,55.33,1331.112025,1959.3,3792.326405,65.33152174,8.01243669,22.30461717,6.3225,0.730717461,51.20181838,39.31379775,41.45982461,-0.465739757,0.204289421,0.574535906,96,21.8675,63.41375,3.44543126,2.3,2.368154586,1682131785,-0.391314209,0.302739561,-0.312398791,0.155687436,-0.716383755,0.165584728,4.138329983,4.63943148,24.8,35.7,29.699,20.662,43.123,1983465,1521238,0.013480446,0.141833067,45.12305486,2007,1
Liberia,16.37438642,83.16881229,96320,2391,116.1685442,-0.476487666,0.226938218,3,89.83,1331.112025,641.07,1162.58541,37.71532392,11.39189668,2.703595526,4.607157545,0.730717461,51.20181838,10.20053503,25.60454474,-1.160725713,0.254721403,0.574535906,96,21.8675,63.41375,0.551376581,2.31,0.311075183,1373000000,-1.244839549,0.290890962,-0.906182289,0.229573086,-1.11355567,0.189755008,4.138329983,0.82278156,24.8,36.5,40.863,10.765,58.285,3632740,1934725,-0.142709941,0.126757562,2.75274273,2007,1
Liberia,17.30725291,82.2263289,96320,2391,23.91871673,-0.574574232,0.168406487,5.255597115,88.58,1331.112025,729.76,1385.289874,41.73542359,7.289927969,7.257863943,4.607157545,0.730717461,51.20181838,11.2051496,25.60454474,-1.252044439,0.188493058,0.574535906,96,21.8675,63.41375,2.3,2.38,0.816738926,1998000000,-0.46852529,0.267576218,-0.973339379,0.143111184,-1.040091872,0.157120168,4.138329983,0.79877245,24.8,35.7,38.074,9.907,59.433,4019956,2097894,-0.211385727,0.112496614,3.208990347,2010,1
Liberia,17.92604028,81.59800664,96320,2391,23.56456105,-0.607038319,0.135037094,9.251317978,86.2,1331.112025,944.15,1671.189649,44.97238372,6.831787034,5.307353478,4.607157545,0.730717461,20.31799525,12.97157471,25.60454474,-1.158508182,0.180305511,0.574535906,96,21.8675,63.41375,2.6,2.45,1.182027432,2791614000,-0.484476507,0.221984327,-0.888212502,0.129535437,-1.04993248,0.171183646,1.777119994,0.87157464,24.8,35.7,37.307,9.57,59.913,4331740,2227251,-0.306616247,0.107736073,3.11653018,2012,1
Lithuania,43.01052967,33.9023612,62680,656,19.52062543,0.103202336,0.13562046,99.3960495,17.06,3564.206785,13209.6,24649.59766,51.55223357,5.737173828,5.468423368,4.607157545,0.801739991,17.68951867,20.36935435,31.34540124,0.655761361,0.208708152,0.574535906,96,21.8675,63.41375,49.9,2.78,1.113607567,39697891352,0.817851543,0.239249796,0.685900152,0.144061446,1.010036111,0.185299605,4.595210075,3.79473877,24.8,34.8,9.3,14.1,70.9,3231294,1073533,0.886551917,0.137219772,8.464690095,2007,1
Lithuania,44.23294775,34.62305544,62675,656,19.83422554,0.372421801,0.13406305,99.71877289,21.46,3470.78503,12603,21316.66855,49.4181412,1.319213621,5.468423368,4.607157545,0.783299983,41.22611774,15.96497347,39.53189348,0.738227606,0.215913206,0.688390017,96,21.8675,63.41375,62.12,3.13,0.878659092,37128694028,0.715260625,0.239330947,0.77632606,0.133944958,0.960122764,0.177897826,5.297860146,4.8445034,34,33.6,9.9,13.6,73.26829268,3097282,1029629,0.915654838,0.131527916,6.976703068,2010,1
Lithuania,45.34894853,34.73210582,62674,656,24.31999428,0.386670023,0.13148956,100,23.92,3607.703798,11925.8,20704.41837,47.67165013,3.089982771,5.468423368,4.607157545,0.893040001,47.1986084,15.52996015,33.88257639,0.826729953,0.208503187,0.574535906,96,21.8675,63.41375,67.22998933,2.95,0.76526581,42927454291,0.786209881,0.224335819,0.844753981,0.133539438,1.117751122,0.191134721,4.758029938,4.18076372,32.5,35.1,10.2,13.7,73.86341463,2987773,990028,0.92950964,0.13160716,6.594107545,2012,1
Lithuania,47.12529928,34.85395052,62650,656,27.52070009,0.553784788,0.137745261,100,27.73,3821.14517,10862.9,19359.6328,46.80553871,0.103758009,5.468423368,4.607157545,1.030110002,48.3320103,15.83633785,32.66026196,0.977891862,0.21989584,0.574535906,96,21.8675,63.41375,72.13,3.178416,0.879596258,48533659592,0.742136419,0.195739418,0.937443316,0.143826187,1.188768387,0.200207934,4.486579895,4.12314367,27.3,37.7,10.4,13.7,74.51707317,2932367,964514,0.961615205,0.138244689,5.308976595,2014,1
Lithuania,47.15526324,34.96056959,62642,656,29.45881183,0.676848352,0.141942456,100,31.47,1331.112025,11203.1,19644.71503,45.78766642,0.905525075,5.468423368,4.607157545,0.842410028,47.74169422,16.93159775,32.63000008,1.033792496,0.208946407,0.574535906,96,21.8675,78.56916667,74.37664556,3.631688,1.477505872,43047309306,0.814721227,0.207869694,0.99732703,0.164932802,1.124584794,0.200808108,4.004310131,4.36463356,30.1,38.4,10.7,14.3,74.67073171,2868231,936019,1.000034928,0.132498115,5.215304293,2016,1
Lithuania,47.05412741,35.0950024,62630,656,34.39141666,0.466333061,0.140448824,100,33.73,1331.112025,11652.5,19652.27895,44.73164618,2.697927792,5.468423368,4.607157545,0.936619997,38.98985364,16.78390655,32.06851703,1.031653762,0.210913703,0.72669524,96,21.8675,85.43875,79.72258277,3.02,1.966374947,53751411409,0.729063928,0.212974012,0.923340857,0.14701204,1.093714833,0.21259369,3.89289999,4.30956507,28.3,35.7,10,14.1,75.6804878,2801543,905487,0.901689649,0.138920978,3.198745535,2018,1
Luxembourg,50.88445732,34.22076863,2574.46,934,202.2728443,1.961524487,0.199889556,100,3.64,16352.3218,11114.4,12109.87906,186.4441475,2.312458618,5.468423368,4.607157545,1.571650028,51.20181838,24.38034549,33.98887936,1.586041331,0.225934103,0.574535906,96,21.8675,63.41375,78.92,3.54,0.501624007,51587401416,1.483718038,0.256448686,1.747909904,0.176591679,1.737618685,0.232354,4.271684647,5.25702858,24.8,31.1,11.4,8.1,79.38292683,479993,60436,1.537699461,0.17585364,1.458732965,2007,1
Luxembourg,50.89999456,34.45382721,2574.46,934,188.3939371,2.038584948,0.201939762,100,3.68,16829.96254,11029.1,12034.51682,196.9162465,2.273679116,5.468423368,4.607157545,1.423730016,51.20181838,23.81784044,37.58777946,1.716418028,0.238180131,0.700203478,96,21.8675,63.41375,90.62,3.98,0.441009497,56213985987,1.461218596,0.255335242,1.844100356,0.172366604,1.673909426,0.254995704,5.011902332,5.72467899,17.1,30.5,11.6,7.4,80.63170732,506953,58061,1.574835777,0.163703367,1.972116248,2010,1
Luxembourg,51.04759833,34.45382721,2574.46,934,218.4034244,2.114363909,0.18062605,100,4.15,14703.94353,10698,11672.88304,206.2358708,2.662841655,5.468423368,4.607157545,1.206640005,51.20181838,24.42782715,38.61740337,1.663621902,0.229813829,0.574535906,96,21.8675,63.41375,91.94992374,3.82,0.358937252,59776383527,1.331918836,0.232475996,1.791685104,0.168560967,1.759886026,0.25387314,3.87816,4.4276371,18.4,34.3,11.3,7.3,81.39268293,530946,57082,1.649900675,0.157095239,0,2012,1
Luxembourg,50.88057301,34.45382721,2574.46,934,247.0504764,2.069382429,0.177785441,100,6.85,13914.67845,9643.2,10634.67368,216.0915299,0.628543985,5.468423368,4.607157545,1.217000008,51.20181838,24.74515711,37.7373163,1.648557186,0.241669208,0.574535906,96,21.8675,63.41375,94.67,3.946726,0.366856826,68804811898,1.378323793,0.200023159,1.902147532,0.187135532,1.625041127,0.255490243,3.855690002,4.40729094,19,31.2,10.9,6.9,82.22926829,556319,56277,1.554711699,0.172793075,0.719334544,2014,1
Luxembourg,50.74889491,34.45382721,2574.46,934,261.6447328,2.04964757,0.172217995,100,13.5,1331.112025,8845.9,9839.11791,226.0722637,0.290833333,5.468423368,4.607157545,1.266899943,51.20181838,23.76750967,36.83489175,1.656071544,0.219070241,0.574535906,96,21.8675,68.74416667,98.13669867,4.219409,0.378949157,62216885436,1.403617144,0.207869694,1.720872998,0.187532172,1.710010767,0.249921858,3.402446032,4.28179646,19.8,31.7,10.4,6.8,82.68536585,582014,55524,1.50026691,0.159270987,0.857116899,2016,1
Luxembourg,51.10159024,34.45382721,2574.46,934,276.7592941,2.04786849,0.165106952,100,16.05,1331.112025,9320.8,10311.59007,236.1466094,1.528195243,5.468423368,4.607157545,1.171800017,51.20181838,26.64459391,38.79430711,1.73642695,0.221195087,0.692368567,96,21.8675,78.86375,97.06129871,3.63,0.500655643,71000359760,1.347255111,0.212974012,1.768349648,0.168202519,1.749134064,0.243935689,3.66211009,4.46583462,21.9,35.4,10.3,7.1,82.29512195,607950,54831,1.542608619,0.164488718,0.493491667,2018,1
Malawi,56.05642766,29.56830717,94280,1181,3.512897265,-0.516006529,0.181982115,7.409003735,82.21,1331.112025,927.19,5168.37098,143.1423738,7.952209909,22.68550944,13.76861111,0.730717461,51.20181838,15.53662303,25.60454474,-0.57193768,0.203307107,0.574535906,96,21.8675,63.41375,0.965864737,2.42,0.757951968,6451210219,0.082379282,0.267617673,-0.166308999,0.15385519,-0.508220851,0.163251013,4.138329983,0.73458099,24.8,35.7,43.609,13.496,53.946,13495463,11439429,-0.261939287,0.113815904,5.112829401,2007,1
Malawi,58.17776835,27.34089945,94280,1181,3.792341917,-0.477253526,0.140114561,7.4,80.2,1331.112025,1076.42,6924.125421,165.2657085,21.271265,12.48735638,18.00377778,0.730717461,28.46199291,9.315715142,11.87156437,-0.509652615,0.18616569,0.574535906,96,21.8675,63.41375,4.3506,2.81,0.765630689,8773203178,-0.002686169,0.229862139,-0.240807325,0.133747429,-0.712749183,0.174246535,2.528611898,0.95642853,24.8,35.7,38.794,9.783,58.679,15581251,13117544,-0.206084371,0.110332727,1.790613661,2012,1
Malaysia,21.63201948,58.34959671,328550,2875,29.8343068,0.166801289,0.145194322,98.8839035,2.85,3227.928921,189464.8,234709.0911,82.4611292,2.027353178,1.456735347,2.9755,0.730717461,40.08812577,14.30372284,18.11882114,1.22411561,0.206260249,0.574535906,96,22.4,63.41375,55.7,3.48,1.958502533,1.9355E+11,0.193307161,0.239249796,0.366876483,0.154842019,0.504324913,0.19724673,4.372539997,1.62477779,24.8,35.7,17.077,4.705,74.211,27092604,8572100,-0.523537278,0.120753057,2.40656089,2007,1
Malaysia,22.49064069,57.67052199,328550,2875,26.39847805,0.057084449,0.136746332,99.47531128,1.96,4071.944263,199867,248443.0408,87.40749049,1.622852356,-2.113277326,2.416083333,1.036080003,49.55982307,13.33219531,18.23192539,1.046478391,0.20718582,0.584345043,96,21.8675,63.41375,56.3,3.44,1.490210106,2.55018E+11,0.143352136,0.239330947,0.39389044,0.148878917,0.611249983,0.186796233,4.966450214,1.67910564,24.8,35.7,17.002,5.009,74.442,28717731,8353414,-0.499948204,0.11369881,1.880371398,2010,1
Malaysia,23.8295541,58.29943083,328550,2875,26.69152354,0.213312954,0.132019728,99.8,2.52,4251.958819,205415.8,256173.5197,90.27609801,1.663571025,3.748419374,1.749875,1.092689991,51.64643162,15.61314674,20.979877,0.906338155,0.201531366,0.574535906,96,21.8675,63.41375,65.8,3.49,1.413330707,3.14443E+11,-0.005212402,0.219665527,0.379769444,0.143543452,0.477169961,0.192174211,5.739029884,1.86487269,24.8,35.7,17.209,4.909,74.944,29660212,8223294,-0.346539199,0.111919709,2.029655116,2012,1
Malaysia,24.62030132,58.92833967,328550,2875,25.84576233,0.396689087,0.128105566,99.72376251,3.03,4539.499326,236264.6,290459.5458,93.15616801,3.142990509,2.068518216,1.462483333,1.26275003,52.67584873,14.84079071,19.68354439,1.146777391,0.219969869,0.574535906,96,21.8675,63.41375,63.66542588,3.590425,1.455113016,3.38066E+11,0.266619146,0.192247406,0.524190724,0.160251245,0.799231291,0.206213281,5.029359818,2.03088164,24.8,35.7,17.313,4.981,75.146,30606459,8087145,-0.360291034,0.127937168,1.666314971,2014,1
Malaysia,26.08735352,58.78752093,328550,2875,25.14314709,0.027578535,0.133040965,99.9,4.43,1331.112025,231669.4,287585.9629,95.95622584,2.090566595,2.825945183,1.773316667,1.415169954,51.89052753,13.55072517,16.76382131,0.817642927,0.199922159,0.574535906,96,21.8675,61.84375,78.78830993,3.426307,1.384334794,3.01256E+11,0.129485935,0.203295976,0.38782391,0.168004408,0.663995385,0.19748807,4.345984459,1.88870478,24.8,35.7,16.685,5.109,75.289,31526418,7932047,-0.41695103,0.125430688,1.446405995,2016,1
Malaysia,26.08735352,58.48224015,328550,2875,23.64410166,0.300330877,0.133901164,99.99715424,5.31,1331.112025,241451.4,297793.9565,98.61290823,0.884709161,4.277048074,4.607157545,1.040259957,51.18591488,12.02266586,15.92205793,1.053842545,0.213102281,0.632578671,96,21.8675,72.61416667,81.20104862,3.22,0.960308762,3.58789E+11,0.247989401,0.208318025,0.529128134,0.153216213,0.575907409,0.197632849,4.131948471,1.92697287,24.8,41.2,15.978,5.175,75.644,32399271,7764161,-0.100061126,0.130539775,0.996935996,2018,1
Malta,32.28125,1.09375,320,560,204.7283566,0.784824491,0.201471552,100,1.22,4767.097378,2586.6,3005.876934,1295.3375,1.515635136,1.390292877,3.776666667,0.587409973,51.20181838,25.31011882,39.87148314,1.187473178,0.238016546,0.680218041,96,21.8675,63.41375,63,2.82,0.650590926,9035824366,1.253456235,0.243547097,1.410112262,0.16568011,1.42860508,0.246133357,6.250050068,5.13512707,21.2,29,9.4,7.3,81.39756098,414508,24572,1.167212605,0.154401585,0.955212475,2010,1
Malta,32.1875,1.09375,320,560,215.1746003,0.935569167,0.189179748,100,2.67,5002.047483,2715.6,3163.79579,1312.5875,2.375820578,2.5026928,3.708333333,0.804319978,51.20181838,25.69167313,40.36395046,1.240838885,0.229787514,0.574535906,96,21.8675,63.41375,68.19987429,3.16,0.527587899,9461776292,1.065075159,0.226807356,1.338508248,0.167301819,1.321319699,0.262719721,6.345429897,5.49935484,23.1,29.4,9.8,8.1,80.74634146,420028,24315,1.165387988,0.150399849,2.791301374,2012,1
Malta,31.96875,1.09375,320,560,204.4086095,0.846917331,0.177767262,100,4.48,4924.544019,2356.3,2837.453533,1357.99375,0.310306472,5.468423368,4.607157545,0.691789985,51.20181838,25.99328619,38.42700019,1.024221182,0.243148312,0.574535906,96,21.8675,63.41375,73.17,3.106275,0.48676155,11625848975,1.125496984,0.200113058,1.191220164,0.185177907,1.078362703,0.26345101,7.004209995,5.59774208,23.9,29,9.6,7.5,82.04634146,434558,24566,1.184292436,0.16397658,1.343962584,2014,1
Malta,32.4375,1.1875,320,560,207.4116033,0.68373704,0.187844217,100,9.24,1331.112025,1352.3,1874.91518,1422.9875,0.642702772,5.468423368,4.607157545,0.556890011,51.20181838,25.22916354,35.35728994,0.921830893,0.231830165,0.574535906,96,21.8675,73.28041667,78.0751488,3.069256,0.511888844,11668015566,1.066459775,0.210856497,0.967930019,0.202571422,1.143844724,0.270273894,5.10766983,5.6511178,20.3,29.1,9.8,7.3,82.45365854,455356,25136,1.196370125,0.159548104,1.069049935,2016,1
Malta,32.4375,1.4375,320,560,187.5316943,0.547609329,0.175787717,100,7.56,1331.112025,1552.5,2047.36036,1514.46875,1.157823625,5.468423368,4.607157545,0.576089978,51.20181838,24.8655469,33.77440022,0.931033909,0.237501532,0.708490551,96,21.8675,73.78833333,81.65804429,2.81,0.437444775,15404393365,1.271421313,0.217243075,1.019527435,0.176594272,1.327443004,0.260309964,4.957462788,5.43748474,19,28.7,9.2,7.6,82.44878049,484630,26112,1.100830078,0.164742216,1.627385646,2018,1
Mauritania,38.52721451,0.314058407,1030700,92,11.36318292,-0.812102079,0.156334162,43.58927917,25.17,1331.112025,3716.1,13589.51153,4.143506355,3.067359961,5.468423368,4.607157545,0.01019,51.20181838,15.53662303,25.60454474,-0.825167,0.176990464,0.370591491,96,21.8675,46.61875,35.1,2.33,2.13128231,7473550557,-0.632418096,0.225225404,-0.707490385,0.149183214,-0.865196943,0.175995961,4.138329983,1.34660971,24.8,35.7,34.183,7.248,65.31,4270712,1978535,-0.868351042,0.136610702,1.241011012,2018,1
Mauritius,44.82758621,18.91133005,2030,2041,46.72255259,0.482350141,0.182656437,99.39733124,12.77,1995.361484,3661.8,5786.682867,615.9605911,2.932363014,7.6622718,5.045,0.730717461,36.78737616,18.01671337,22.01843114,0.905523717,0.242207065,0.600138843,96,21.8675,63.41375,28.33,2.72,0.14868959,10003670690,0.640258789,0.254323483,0.887274206,0.162892938,0.801979423,0.200264677,3.551470041,2.02170277,24.8,35.7,12,7.3,72.96731707,1250400,730796,0.789677262,0.136108354,2.57143525,2010,1
Mauritius,43.56534802,19.20580871,1997,2041,50.14548055,0.252168298,0.182846114,99.37142944,11.45,2075.035712,3725,5994.153164,628.8843265,3.852160333,6.051931322,5.039166667,0.177729994,36.5088808,18.62170749,20.35631581,1.040007114,0.226755098,0.574535906,96,21.8675,63.41375,35.42,2.82,0.142794401,11668696397,0.971312404,0.236767888,1.02395618,0.161617637,0.931618333,0.219486609,3.418200016,1.90073168,24.8,38.5,11.5,7.4,73.86341463,1255882,736801,0.880852997,0.131787241,2.172657187,2012,1
Mauritius,43.0645969,19.18778167,1997,2041,38.45514026,0.317963988,0.180881128,99.47003174,10.59,2182.035001,3949.4,6329.03096,631.551327,3.21769192,6.197319227,6.135,0.730717461,51.20181838,18.08385642,21.82589777,1.15049386,0.212161511,0.574535906,96,21.8675,63.41375,44.80327537,2.514919,0.151017482,13074129952,0.667965949,0.207291052,0.94889307,0.171073154,1.196946621,0.230108127,4.815149784,2.47630405,24.8,35.7,10.6,7.7,74.19439024,1261208,742713,0.939650774,0.132534891,1.470459058,2014,1
Mauritius,43.0645969,19.37406109,1997,2041,36.41281437,0.186878189,0.16557692,99.78661346,9.19,1331.112025,4133.9,6740.285765,633.7391087,3.216053831,6.712156095,5.045,0.333869994,55.38179411,18.40604811,22.57616131,0.894913614,0.215191811,0.623269916,96,21.8675,77.30125,58.5961697,2.73,0.1563853,14735695931,0.859399259,0.225225404,0.709945679,0.166625664,1.043949246,0.231977209,4.674479961,2.57791424,24.8,35.7,10.2,8.5,74.41634146,1265577,749310,0.738156199,0.135826766,2.856301406,2018,1
Mexico,54.88824301,34.65867023,1943950,758,4.930654573,-0.341457367,0.153522402,97.91460419,9.46,2063.932262,457121,639933.8222,55.71283881,3.966849055,1.350297743,0.373333333,0.398330003,51.20181838,15.53662303,25.60454474,0.136410132,0.206051856,0.574535906,96,21.8675,63.41375,20.81,2.87,0.401163918,1.10236E+12,-0.729851604,0.239249796,-0.542932212,0.149445295,0.368228048,0.19724673,4.690509796,2.52675939,24.8,35.7,21.082,5.302,74.238,108302973,24996326,0.121899016,0.126994848,8.187217538,2007,1
Mexico,52.37120296,34.43674477,1943950,758,4.967500029,-0.439748138,0.156813934,99.236696,9.36,2046.82383,462869.5,650218.3115,57.88852645,4.156727227,0.869831484,0.878333333,0.49485001,51.20181838,9.675317452,25.60454474,0.096291386,0.204734981,0.589118779,96,54,63.41375,31.05,3.05,0.452734493,1.10542E+12,-0.726463437,0.239330947,-0.552031338,0.144613743,0.156337783,0.186796233,5.159220219,2.8809936,46.1,47.7,20.152,5.594,74.19,112532401,24965313,0.178501576,0.112328812,22.88851912,2010,1
Mexico,51.70503357,34.3107333,1943950,758,5.122410295,-0.484527588,0.137697056,99.111637,8.97,2283.071355,486454.2,678448.8568,59.54675223,4.111509811,0.132595601,0.443333333,0.420960009,51.20181838,9.352411063,25.60454474,0.296199024,0.201149002,0.574535906,96,21.8675,63.41375,39.75,3.06,0.475987281,1.25511E+12,-0.662454188,0.219665527,-0.535180092,0.14212063,0.418743193,0.192174211,5.103099823,3.00721955,45.5,49.6,19.635,5.642,74.574,115755909,24997489,0.112745345,0.111649998,22.43254813,2012,1
Mexico,50.79760282,34.18472183,1943950,758,5.589348691,-0.842649996,0.134030491,99.172928,9.76,2186.375822,462240.1,659021.4495,61.08999048,4.018616081,-0.782518916,0.5525,0.435299993,51.20181838,10.24285504,25.60454474,0.134463102,0.206943452,0.574535906,96,21.8675,63.41375,44.39,3.128319,0.513829957,1.36451E+12,-0.853918791,0.192247406,-0.406367481,0.156036824,0.359438211,0.198224083,5.257470131,2.89231014,46.2,48.9,18.711,5.805,74.797,118755887,24947049,0.000331484,0.126920462,16.84969093,2014,1
Mexico,50.58669204,34.05599424,1943950,758,7.083560426,-0.850071728,0.136510596,99.5,9.22,1331.112025,476394.6,682791.4067,62.51149515,2.821707847,-1.247597348,0.605833333,0.387780011,51.20181838,13.12378561,25.60454474,0.027869176,0.199749023,0.574535906,96,21.8675,80.35416667,59.540446,3.114031,0.495064414,1.11223E+12,-0.633718133,0.203295976,-0.580000639,0.160967916,0.199013442,0.19748807,4.90681982,2.84779787,43.2,46.9,17.42,6.305,74.412,121519221,24817871,-0.067501426,0.125269637,20.20997147,2016,1
Mexico,49.64942514,33.92454024,1943950,758,7.332027454,-0.948684394,0.126671717,99.5,10.16,1331.112025,444898.4,651037.0505,63.79477919,4.899350154,2.695226949,0.421666667,0.307110012,51.20181838,12.7121573,19.86970971,-0.292913616,0.20050399,0.611657083,96,21.8675,87.76833333,56.6595668,3.05,0.477494205,1.2563E+12,-0.673981011,0.202375144,-0.641823947,0.146176517,0.084375463,0.19148089,4.254220009,2.67172027,41.9,46,16.465,6.856,74.015,124013861,24609311,-0.008581652,0.125371203,29.58137063,2018,1
Moldova,75.5548799,11.11188811,32890,450,31.25825666,-0.660764515,0.149257213,98.96995544,4.44,2484.431856,8139.2,12573.42042,100.0556619,12.36716684,2.516018782,5.301666667,0.545570016,23.23956579,20.56653565,32.40950777,-0.832707107,0.210928634,0.574535906,96,21.8675,63.41375,20.45,2.31,0.516193542,4401173152,-0.014954031,0.26269111,-0.506612957,0.149984539,-0.283888221,0.181015268,8.293370247,5.62990999,24.8,34.4,13.207,12.21,68.947,2874299,1646600,-0.292217821,0.130854413,5.597337834,2007,1
Moldova,75.03805175,11.40030441,32850,450,21.56951689,-0.671865046,0.139256313,99.27832794,20.01,2144.039486,8295.1,12677.23059,99.77878482,7.483850864,-12.71140672,9.228333333,0.36649999,21.93256126,15.16064072,29.14365692,-0.656645715,0.206705332,0.555781424,96,21.8675,63.41375,29.68,2.57,0.262879175,6974982370,-0.381340742,0.260473907,-0.35761109,0.133950889,-0.132566243,0.160728082,7.592299938,4.64634132,24.8,32.1,14.265,12.582,69.357,2862354,1642419,-0.055253185,0.132860422,7.204638373,2010,1
Moldova,74.86305539,11.54169203,32860,450,22.1887615,-0.614259124,0.126972675,99.5188446,22.14,1884.751518,8137.3,12577.21672,99.67327595,4.546334274,5.579684183,7.157321011,0.349070013,20.34713935,15.59534634,27.85442622,-0.557920992,0.206772923,0.574535906,96,21.8675,63.41375,34.65,2.33,0.274079917,8709138635,0.046490479,0.229862139,-0.323007405,0.12835522,-0.11593055,0.169728532,6.983389854,4.43541145,24.8,29.2,13.746,13.443,69.143,2860324,1643027,-0.034426074,0.122685753,6.529442869,2012,1
Moldova,70.40754258,11.67944039,32880,450,22.95030084,-0.852723837,0.132240191,99.75226593,24.31,1725.094172,7712.2,12325.28536,99.51648849,5.088785546,5.582189224,4.2575,0.314630002,21.06600707,16.82879915,29.3674215,-0.404897392,0.214563757,0.574535906,96,21.8675,63.41375,40.5,2.653311,0.289852609,9399833207,-0.158987761,0.200713471,-0.244262472,0.138791755,0.014869669,0.179927513,6.338069916,4.25988245,24.8,26.8,14.802,14.166,69.031,2857815,1643358,0.011560814,0.130186707,4.822761276,2014,1
Moldova,70.49574209,11.75486618,32880,450,23.93312603,-0.97633189,0.131611228,99.93734741,25.3,1331.112025,8143,12777.28434,97.61416583,6.35930898,10.35737418,-1.144808034,0.280039996,32.24744661,16.43011832,26.67454135,-0.673570693,0.20573087,0.574535906,96,21.8675,71.2125,46.7,2.614269,0.340329873,7982450758,-0.305498779,0.206087306,-0.510394037,0.154940471,-0.133195177,0.17475225,5.67208004,3.67679572,24.8,26.3,14.761,13.54,69.917,2803186,1611524,-0.009073544,0.122639515,6.201313872,2016,1
Moldova,68.63553016,11.75297169,32885.3,450,23.09359212,-0.746429086,0.125011712,99.99,25.75,1331.112025,8555.9,13307.76689,94.25439467,3.045053973,5.461109875,4.08,0.256260008,27.51077817,18.01408374,27.78359782,-0.501230299,0.213776737,0.581760943,96,21.8675,75.62125,50.3,2.46,0.32637511,11253727815,-0.402226478,0.212307975,-0.433740765,0.138274923,-0.032315399,0.184343949,5.538879871,3.72367048,24.8,25.7,13.443,13.339,70.492,2707203,1553149,-0.109600902,0.126422212,5.283533169,2018,1
Mongolia,73.63275255,9.122486789,1557459.093,241,24.51349697,-0.613750696,0.198233739,78.05582428,4.7,1326.735858,13021.5,34163.55242,1.673008949,9.630963096,9.137236011,4.607157545,0.23827,51.20181838,23.47917648,23.20669249,-0.537642062,0.223257899,0.574535906,96,21.8675,63.41375,9,2.08,1.053272166,4234999704,0.668377757,0.2845954,-0.340681046,0.200220227,-0.283821404,0.185921431,4.690130234,2.88185477,24.8,35.8,21.352,6.843,65.97,2605643,923336,0.314249188,0.139873713,11.32158166,2007,1
Mongolia,73.33884676,9.108051793,1557292.418,241,17.72759987,-0.733134985,0.152823299,78.50208044,4.46,1498.23128,14311.1,32729.92206,1.735396621,10.04620659,-13.73017431,4.607157545,0.244379997,51.20181838,19.59311925,22.9057962,-0.56157589,0.193179339,0.574535906,96,21.8675,63.41375,10.2,2.25,0.762997246,7189481999,0.597042263,0.243547097,-0.364841193,0.142757311,-0.258041173,0.147896841,4.645100117,2.44484377,24.8,33.1,23.349,6.729,67.182,2702520,876508,0.088493623,0.129190862,8.843597827,2010,1
